index,REGIÃO,ESTADO,VALOR REVENDA (R$/L),DATA,ANO
16103,NORTE,RONDONIA,2.685,2007-04-04,2007
16102,NORTE,PARA,2.558,2007-04-04,2007
16101,NORTE,AMAZONAS,2.517,2007-04-04,2007
16099,NORTE,ACRE,2.95,2007-04-04,2007
16124,NORDESTE,RIO GRANDE DO NORTE,2.589,2007-04-11,2007
16125,NORDESTE,SERGIPE,2.519,2007-04-11,2007
16126,NORTE,ACRE,2.948,2007-04-11,2007
16127,NORTE,AMAPA,2.571,2007-04-11,2007
16128,NORTE,AMAZONAS,2.518,2007-04-11,2007
16129,NORTE,PARA,2.562,2007-04-11,2007
16131,NORTE,RORAIMA,2.703,2007-04-11,2007
16132,NORTE,TOCANTINS,2.74,2007-04-11,2007
16133,SUDESTE,ESPIRITO SANTO,2.663,2007-04-11,2007
16134,SUDESTE,MINAS GERAIS,2.505,2007-04-11,2007
16135,SUDESTE,RIO DE JANEIRO,2.551,2007-04-11,2007
16136,SUDESTE,SAO PAULO,2.437,2007-04-11,2007
16137,SUL,PARANA,2.453,2007-04-11,2007
16138,SUL,RIO GRANDE DO SUL,2.558,2007-04-11,2007
16139,SUL,SANTA CATARINA,2.579,2007-04-11,2007
16123,NORDESTE,PIAUI,2.594,2007-04-11,2007
16122,NORDESTE,PERNAMBUCO,2.664,2007-04-11,2007
16130,NORTE,RONDONIA,2.669,2007-04-11,2007
16113,CENTRO OESTE,DISTRITO FEDERAL,2.418,2007-04-11,2007
16114,CENTRO OESTE,GOIAS,2.597,2007-04-11,2007
16115,CENTRO OESTE,MATO GROSSO,2.934,2007-04-11,2007
16116,CENTRO OESTE,MATO GROSSO DO SUL,2.662,2007-04-11,2007
16117,NORDESTE,ALAGOAS,2.812,2007-04-11,2007
16118,NORDESTE,BAHIA,2.675,2007-04-11,2007
16119,NORDESTE,CEARA,2.635,2007-04-11,2007
16120,NORDESTE,MARANHAO,2.747,2007-04-11,2007
16121,NORDESTE,PARAIBA,2.65,2007-04-11,2007
16163,SUDESTE,SAO PAULO,2.443,2007-04-18,2007
16164,SUL,PARANA,2.452,2007-04-18,2007
16165,SUL,RIO GRANDE DO SUL,2.618,2007-04-18,2007
16166,SUL,SANTA CATARINA,2.582,2007-04-18,2007
16162,SUDESTE,RIO DE JANEIRO,2.556,2007-04-18,2007
16161,SUDESTE,MINAS GERAIS,2.512,2007-04-18,2007
16159,NORTE,TOCANTINS,2.741,2007-04-18,2007
16140,CENTRO OESTE,DISTRITO FEDERAL,2.457,2007-04-18,2007
16141,CENTRO OESTE,GOIAS,2.598,2007-04-18,2007
16142,CENTRO OESTE,MATO GROSSO,2.935,2007-04-18,2007
16143,CENTRO OESTE,MATO GROSSO DO SUL,2.67,2007-04-18,2007
16144,NORDESTE,ALAGOAS,2.811,2007-04-18,2007
16145,NORDESTE,BAHIA,2.684,2007-04-18,2007
16146,NORDESTE,CEARA,2.629,2007-04-18,2007
16147,NORDESTE,MARANHAO,2.748,2007-04-18,2007
16148,NORDESTE,PARAIBA,2.653,2007-04-18,2007
16149,NORDESTE,PERNAMBUCO,2.656,2007-04-18,2007
16150,NORDESTE,PIAUI,2.6,2007-04-18,2007
16151,NORDESTE,RIO GRANDE DO NORTE,2.55,2007-04-18,2007
16152,NORDESTE,SERGIPE,2.521,2007-04-18,2007
16153,NORTE,ACRE,2.948,2007-04-18,2007
16154,NORTE,AMAPA,2.639,2007-04-18,2007
16155,NORTE,AMAZONAS,2.516,2007-04-18,2007
16156,NORTE,PARA,2.59,2007-04-18,2007
16157,NORTE,RONDONIA,2.669,2007-04-18,2007
16158,NORTE,RORAIMA,2.671,2007-04-18,2007
16160,SUDESTE,ESPIRITO SANTO,2.691,2007-04-18,2007
16190,SUDESTE,SAO PAULO,2.452,2007-04-25,2007
16189,SUDESTE,RIO DE JANEIRO,2.561,2007-04-25,2007
16188,SUDESTE,MINAS GERAIS,2.51,2007-04-25,2007
16187,SUDESTE,ESPIRITO SANTO,2.716,2007-04-25,2007
16185,NORTE,RORAIMA,2.669,2007-04-25,2007
16193,SUL,SANTA CATARINA,2.579,2007-04-25,2007
16192,SUL,RIO GRANDE DO SUL,2.623,2007-04-25,2007
16191,SUL,PARANA,2.445,2007-04-25,2007
16184,NORTE,RONDONIA,2.668,2007-04-25,2007
16186,NORTE,TOCANTINS,2.745,2007-04-25,2007
16168,CENTRO OESTE,GOIAS,2.605,2007-04-25,2007
16167,CENTRO OESTE,DISTRITO FEDERAL,2.53,2007-04-25,2007
16172,NORDESTE,BAHIA,2.681,2007-04-25,2007
16169,CENTRO OESTE,MATO GROSSO,2.933,2007-04-25,2007
16170,CENTRO OESTE,MATO GROSSO DO SUL,2.684,2007-04-25,2007
16171,NORDESTE,ALAGOAS,2.812,2007-04-25,2007
16183,NORTE,PARA,2.63,2007-04-25,2007
16181,NORTE,AMAPA,2.639,2007-04-25,2007
16180,NORTE,ACRE,2.948,2007-04-25,2007
16182,NORTE,AMAZONAS,2.521,2007-04-25,2007
16178,NORDESTE,RIO GRANDE DO NORTE,2.632,2007-04-25,2007
16177,NORDESTE,PIAUI,2.599,2007-04-25,2007
16176,NORDESTE,PERNAMBUCO,2.656,2007-04-25,2007
16175,NORDESTE,PARAIBA,2.65,2007-04-25,2007
16174,NORDESTE,MARANHAO,2.746,2007-04-25,2007
16173,NORDESTE,CEARA,2.625,2007-04-25,2007
16179,NORDESTE,SERGIPE,2.525,2007-04-25,2007
16197,CENTRO OESTE,MATO GROSSO DO SUL,2.688,2007-05-02,2007
16194,CENTRO OESTE,DISTRITO FEDERAL,2.596,2007-05-02,2007
16195,CENTRO OESTE,GOIAS,2.599,2007-05-02,2007
16196,CENTRO OESTE,MATO GROSSO,2.932,2007-05-02,2007
16198,NORDESTE,ALAGOAS,2.813,2007-05-02,2007
16200,NORDESTE,CEARA,2.618,2007-05-02,2007
16203,NORDESTE,PERNAMBUCO,2.586,2007-05-02,2007
16204,NORDESTE,PIAUI,2.601,2007-05-02,2007
16205,NORDESTE,RIO GRANDE DO NORTE,2.631,2007-05-02,2007
16206,NORDESTE,SERGIPE,2.525,2007-05-02,2007
16207,NORTE,ACRE,2.949,2007-05-02,2007
16208,NORTE,AMAPA,2.635,2007-05-02,2007
16209,NORTE,AMAZONAS,2.518,2007-05-02,2007
16210,NORTE,PARA,2.65,2007-05-02,2007
16211,NORTE,RONDONIA,2.675,2007-05-02,2007
16212,NORTE,RORAIMA,2.625,2007-05-02,2007
16213,NORTE,TOCANTINS,2.747,2007-05-02,2007
16214,SUDESTE,ESPIRITO SANTO,2.709,2007-05-02,2007
16215,SUDESTE,MINAS GERAIS,2.511,2007-05-02,2007
16216,SUDESTE,RIO DE JANEIRO,2.558,2007-05-02,2007
16217,SUDESTE,SAO PAULO,2.456,2007-05-02,2007
16218,SUL,PARANA,2.413,2007-05-02,2007
16219,SUL,RIO GRANDE DO SUL,2.613,2007-05-02,2007
16220,SUL,SANTA CATARINA,2.573,2007-05-02,2007
16201,NORDESTE,MARANHAO,2.743,2007-05-02,2007
16202,NORDESTE,PARAIBA,2.652,2007-05-02,2007
16199,NORDESTE,BAHIA,2.681,2007-05-02,2007
16223,CENTRO OESTE,MATO GROSSO,2.931,2007-05-09,2007
16222,CENTRO OESTE,GOIAS,2.61,2007-05-09,2007
16221,CENTRO OESTE,DISTRITO FEDERAL,2.616,2007-05-09,2007
16228,NORDESTE,MARANHAO,2.744,2007-05-09,2007
16227,NORDESTE,CEARA,2.621,2007-05-09,2007
16226,NORDESTE,BAHIA,2.678,2007-05-09,2007
16225,NORDESTE,ALAGOAS,2.814,2007-05-09,2007
16224,CENTRO OESTE,MATO GROSSO DO SUL,2.701,2007-05-09,2007
16229,NORDESTE,PARAIBA,2.629,2007-05-09,2007
16230,NORDESTE,PERNAMBUCO,2.602,2007-05-09,2007
16232,NORDESTE,RIO GRANDE DO NORTE,2.613,2007-05-09,2007
16247,SUL,SANTA CATARINA,2.573,2007-05-09,2007
16246,SUL,RIO GRANDE DO SUL,2.591,2007-05-09,2007
16245,SUL,PARANA,2.398,2007-05-09,2007
16244,SUDESTE,SAO PAULO,2.458,2007-05-09,2007
16243,SUDESTE,RIO DE JANEIRO,2.562,2007-05-09,2007
16242,SUDESTE,MINAS GERAIS,2.509,2007-05-09,2007
16241,SUDESTE,ESPIRITO SANTO,2.708,2007-05-09,2007
16240,NORTE,TOCANTINS,2.749,2007-05-09,2007
16239,NORTE,RORAIMA,2.597,2007-05-09,2007
16238,NORTE,RONDONIA,2.672,2007-05-09,2007
16237,NORTE,PARA,2.671,2007-05-09,2007
16236,NORTE,AMAZONAS,2.517,2007-05-09,2007
16234,NORTE,ACRE,2.949,2007-05-09,2007
16233,NORDESTE,SERGIPE,2.528,2007-05-09,2007
16231,NORDESTE,PIAUI,2.601,2007-05-09,2007
16235,NORTE,AMAPA,2.673,2007-05-09,2007
16259,NORDESTE,RIO GRANDE DO NORTE,2.581,2007-05-16,2007
16260,NORDESTE,SERGIPE,2.525,2007-05-16,2007
16261,NORTE,ACRE,2.948,2007-05-16,2007
16270,SUDESTE,RIO DE JANEIRO,2.558,2007-05-16,2007
16262,NORTE,AMAPA,2.671,2007-05-16,2007
16263,NORTE,AMAZONAS,2.517,2007-05-16,2007
16268,SUDESTE,ESPIRITO SANTO,2.702,2007-05-16,2007
16264,NORTE,PARA,2.671,2007-05-16,2007
16266,NORTE,RORAIMA,2.594,2007-05-16,2007
16265,NORTE,RONDONIA,2.68,2007-05-16,2007
16258,NORDESTE,PIAUI,2.601,2007-05-16,2007
16269,SUDESTE,MINAS GERAIS,2.503,2007-05-16,2007
16267,NORTE,TOCANTINS,2.748,2007-05-16,2007
16256,NORDESTE,PARAIBA,2.608,2007-05-16,2007
16255,NORDESTE,MARANHAO,2.744,2007-05-16,2007
16254,NORDESTE,CEARA,2.617,2007-05-16,2007
16253,NORDESTE,BAHIA,2.673,2007-05-16,2007
16252,NORDESTE,ALAGOAS,2.813,2007-05-16,2007
16271,SUDESTE,SAO PAULO,2.454,2007-05-16,2007
16251,CENTRO OESTE,MATO GROSSO DO SUL,2.721,2007-05-16,2007
16250,CENTRO OESTE,MATO GROSSO,2.93,2007-05-16,2007
16257,NORDESTE,PERNAMBUCO,2.622,2007-05-16,2007
16272,SUL,PARANA,2.381,2007-05-16,2007
16274,SUL,SANTA CATARINA,2.57,2007-05-16,2007
16273,SUL,RIO GRANDE DO SUL,2.566,2007-05-16,2007
16248,CENTRO OESTE,DISTRITO FEDERAL,2.686,2007-05-16,2007
16249,CENTRO OESTE,GOIAS,2.604,2007-05-16,2007
16286,NORDESTE,RIO GRANDE DO NORTE,2.592,2007-05-23,2007
16287,NORDESTE,SERGIPE,2.526,2007-05-23,2007
16288,NORTE,ACRE,2.949,2007-05-23,2007
16289,NORTE,AMAPA,2.664,2007-05-23,2007
16290,NORTE,AMAZONAS,2.517,2007-05-23,2007
16294,NORTE,TOCANTINS,2.748,2007-05-23,2007
16292,NORTE,RONDONIA,2.678,2007-05-23,2007
16293,NORTE,RORAIMA,2.593,2007-05-23,2007
16291,NORTE,PARA,2.671,2007-05-23,2007
16282,NORDESTE,MARANHAO,2.742,2007-05-23,2007
16281,NORDESTE,CEARA,2.611,2007-05-23,2007
16283,NORDESTE,PARAIBA,2.585,2007-05-23,2007
16280,NORDESTE,BAHIA,2.639,2007-05-23,2007
16279,NORDESTE,ALAGOAS,2.811,2007-05-23,2007
16278,CENTRO OESTE,MATO GROSSO DO SUL,2.748,2007-05-23,2007
16277,CENTRO OESTE,MATO GROSSO,2.929,2007-05-23,2007
16276,CENTRO OESTE,GOIAS,2.596,2007-05-23,2007
16275,CENTRO OESTE,DISTRITO FEDERAL,2.676,2007-05-23,2007
16295,SUDESTE,ESPIRITO SANTO,2.695,2007-05-23,2007
16296,SUDESTE,MINAS GERAIS,2.496,2007-05-23,2007
16297,SUDESTE,RIO DE JANEIRO,2.562,2007-05-23,2007
16298,SUDESTE,SAO PAULO,2.453,2007-05-23,2007
16299,SUL,PARANA,2.364,2007-05-23,2007
16300,SUL,RIO GRANDE DO SUL,2.528,2007-05-23,2007
16301,SUL,SANTA CATARINA,2.57,2007-05-23,2007
16285,NORDESTE,PIAUI,2.599,2007-05-23,2007
16284,NORDESTE,PERNAMBUCO,2.649,2007-05-23,2007
16319,NORTE,RONDONIA,2.693,2007-05-30,2007
16318,NORTE,PARA,2.667,2007-05-30,2007
16317,NORTE,AMAZONAS,2.517,2007-05-30,2007
16311,NORDESTE,PERNAMBUCO,2.654,2007-05-30,2007
16315,NORTE,ACRE,2.949,2007-05-30,2007
16302,CENTRO OESTE,DISTRITO FEDERAL,2.675,2007-05-30,2007
16303,CENTRO OESTE,GOIAS,2.591,2007-05-30,2007
16304,CENTRO OESTE,MATO GROSSO,2.919,2007-05-30,2007
16305,CENTRO OESTE,MATO GROSSO DO SUL,2.765,2007-05-30,2007
16306,NORDESTE,ALAGOAS,2.812,2007-05-30,2007
16307,NORDESTE,BAHIA,2.625,2007-05-30,2007
16308,NORDESTE,CEARA,2.575,2007-05-30,2007
16309,NORDESTE,MARANHAO,2.74,2007-05-30,2007
16310,NORDESTE,PARAIBA,2.563,2007-05-30,2007
16312,NORDESTE,PIAUI,2.598,2007-05-30,2007
16313,NORDESTE,RIO GRANDE DO NORTE,2.59,2007-05-30,2007
16314,NORDESTE,SERGIPE,2.523,2007-05-30,2007
16316,NORTE,AMAPA,2.567,2007-05-30,2007
16320,NORTE,RORAIMA,2.577,2007-05-30,2007
16328,SUL,SANTA CATARINA,2.567,2007-05-30,2007
16322,SUDESTE,ESPIRITO SANTO,2.668,2007-05-30,2007
16323,SUDESTE,MINAS GERAIS,2.494,2007-05-30,2007
16324,SUDESTE,RIO DE JANEIRO,2.558,2007-05-30,2007
16325,SUDESTE,SAO PAULO,2.453,2007-05-30,2007
16326,SUL,PARANA,2.407,2007-05-30,2007
16327,SUL,RIO GRANDE DO SUL,2.527,2007-05-30,2007
16321,NORTE,TOCANTINS,2.748,2007-05-30,2007
16336,NORDESTE,MARANHAO,2.738,2007-06-06,2007
16338,NORDESTE,PERNAMBUCO,2.661,2007-06-06,2007
16339,NORDESTE,PIAUI,2.599,2007-06-06,2007
16337,NORDESTE,PARAIBA,2.539,2007-06-06,2007
16329,CENTRO OESTE,DISTRITO FEDERAL,2.67,2007-06-06,2007
16330,CENTRO OESTE,GOIAS,2.59,2007-06-06,2007
16331,CENTRO OESTE,MATO GROSSO,2.935,2007-06-06,2007
16332,CENTRO OESTE,MATO GROSSO DO SUL,2.768,2007-06-06,2007
16333,NORDESTE,ALAGOAS,2.811,2007-06-06,2007
16334,NORDESTE,BAHIA,2.603,2007-06-06,2007
16335,NORDESTE,CEARA,2.559,2007-06-06,2007
16355,SUL,SANTA CATARINA,2.57,2007-06-06,2007
16354,SUL,RIO GRANDE DO SUL,2.603,2007-06-06,2007
16353,SUL,PARANA,2.414,2007-06-06,2007
16352,SUDESTE,SAO PAULO,2.446,2007-06-06,2007
16340,NORDESTE,RIO GRANDE DO NORTE,2.577,2007-06-06,2007
16341,NORDESTE,SERGIPE,2.521,2007-06-06,2007
16342,NORTE,ACRE,2.949,2007-06-06,2007
16343,NORTE,AMAPA,2.441,2007-06-06,2007
16344,NORTE,AMAZONAS,2.516,2007-06-06,2007
16345,NORTE,PARA,2.666,2007-06-06,2007
16346,NORTE,RONDONIA,2.701,2007-06-06,2007
16347,NORTE,RORAIMA,2.574,2007-06-06,2007
16348,NORTE,TOCANTINS,2.746,2007-06-06,2007
16349,SUDESTE,ESPIRITO SANTO,2.639,2007-06-06,2007
16350,SUDESTE,MINAS GERAIS,2.487,2007-06-06,2007
16351,SUDESTE,RIO DE JANEIRO,2.557,2007-06-06,2007
16375,NORTE,TOCANTINS,2.748,2007-06-13,2007
16372,NORTE,PARA,2.661,2007-06-13,2007
16371,NORTE,AMAZONAS,2.515,2007-06-13,2007
16370,NORTE,AMAPA,2.416,2007-06-13,2007
16369,NORTE,ACRE,2.949,2007-06-13,2007
16368,NORDESTE,SERGIPE,2.517,2007-06-13,2007
16367,NORDESTE,RIO GRANDE DO NORTE,2.543,2007-06-13,2007
16366,NORDESTE,PIAUI,2.598,2007-06-13,2007
16365,NORDESTE,PERNAMBUCO,2.663,2007-06-13,2007
16364,NORDESTE,PARAIBA,2.533,2007-06-13,2007
16363,NORDESTE,MARANHAO,2.736,2007-06-13,2007
16362,NORDESTE,CEARA,2.547,2007-06-13,2007
16361,NORDESTE,BAHIA,2.583,2007-06-13,2007
16360,NORDESTE,ALAGOAS,2.808,2007-06-13,2007
16359,CENTRO OESTE,MATO GROSSO DO SUL,2.771,2007-06-13,2007
16358,CENTRO OESTE,MATO GROSSO,2.937,2007-06-13,2007
16357,CENTRO OESTE,GOIAS,2.585,2007-06-13,2007
16373,NORTE,RONDONIA,2.673,2007-06-13,2007
16376,SUDESTE,ESPIRITO SANTO,2.62,2007-06-13,2007
16377,SUDESTE,MINAS GERAIS,2.472,2007-06-13,2007
16356,CENTRO OESTE,DISTRITO FEDERAL,2.668,2007-06-13,2007
16379,SUDESTE,SAO PAULO,2.446,2007-06-13,2007
16378,SUDESTE,RIO DE JANEIRO,2.547,2007-06-13,2007
16382,SUL,SANTA CATARINA,2.57,2007-06-13,2007
16381,SUL,RIO GRANDE DO SUL,2.605,2007-06-13,2007
16380,SUL,PARANA,2.412,2007-06-13,2007
16374,NORTE,RORAIMA,2.567,2007-06-13,2007
16385,CENTRO OESTE,MATO GROSSO,2.937,2007-06-20,2007
16386,CENTRO OESTE,MATO GROSSO DO SUL,2.767,2007-06-20,2007
16387,NORDESTE,ALAGOAS,2.81,2007-06-20,2007
16388,NORDESTE,BAHIA,2.573,2007-06-20,2007
16389,NORDESTE,CEARA,2.537,2007-06-20,2007
16390,NORDESTE,MARANHAO,2.735,2007-06-20,2007
16391,NORDESTE,PARAIBA,2.528,2007-06-20,2007
16392,NORDESTE,PERNAMBUCO,2.658,2007-06-20,2007
16393,NORDESTE,PIAUI,2.614,2007-06-20,2007
16394,NORDESTE,RIO GRANDE DO NORTE,2.535,2007-06-20,2007
16395,NORDESTE,SERGIPE,2.52,2007-06-20,2007
16396,NORTE,ACRE,2.946,2007-06-20,2007
16398,NORTE,AMAZONAS,2.515,2007-06-20,2007
16399,NORTE,PARA,2.651,2007-06-20,2007
16400,NORTE,RONDONIA,2.662,2007-06-20,2007
16401,NORTE,RORAIMA,2.57,2007-06-20,2007
16402,NORTE,TOCANTINS,2.744,2007-06-20,2007
16403,SUDESTE,ESPIRITO SANTO,2.639,2007-06-20,2007
16404,SUDESTE,MINAS GERAIS,2.462,2007-06-20,2007
16405,SUDESTE,RIO DE JANEIRO,2.547,2007-06-20,2007
16406,SUDESTE,SAO PAULO,2.437,2007-06-20,2007
16407,SUL,PARANA,2.384,2007-06-20,2007
16408,SUL,RIO GRANDE DO SUL,2.603,2007-06-20,2007
16397,NORTE,AMAPA,2.384,2007-06-20,2007
16409,SUL,SANTA CATARINA,2.568,2007-06-20,2007
16384,CENTRO OESTE,GOIAS,2.578,2007-06-20,2007
16383,CENTRO OESTE,DISTRITO FEDERAL,2.662,2007-06-20,2007
16429,NORTE,TOCANTINS,2.744,2007-06-27,2007
16436,SUL,SANTA CATARINA,2.565,2007-06-27,2007
16428,NORTE,RORAIMA,2.55,2007-06-27,2007
16427,NORTE,RONDONIA,2.655,2007-06-27,2007
16426,NORTE,PARA,2.655,2007-06-27,2007
16425,NORTE,AMAZONAS,2.513,2007-06-27,2007
16424,NORTE,AMAPA,2.337,2007-06-27,2007
16423,NORTE,ACRE,2.913,2007-06-27,2007
16422,NORDESTE,SERGIPE,2.52,2007-06-27,2007
16431,SUDESTE,MINAS GERAIS,2.451,2007-06-27,2007
16420,NORDESTE,PIAUI,2.651,2007-06-27,2007
16419,NORDESTE,PERNAMBUCO,2.657,2007-06-27,2007
16430,SUDESTE,ESPIRITO SANTO,2.703,2007-06-27,2007
16418,NORDESTE,PARAIBA,2.52,2007-06-27,2007
16415,NORDESTE,BAHIA,2.574,2007-06-27,2007
16414,NORDESTE,ALAGOAS,2.811,2007-06-27,2007
16413,CENTRO OESTE,MATO GROSSO DO SUL,2.759,2007-06-27,2007
16412,CENTRO OESTE,MATO GROSSO,2.936,2007-06-27,2007
16411,CENTRO OESTE,GOIAS,2.576,2007-06-27,2007
16410,CENTRO OESTE,DISTRITO FEDERAL,2.644,2007-06-27,2007
16432,SUDESTE,RIO DE JANEIRO,2.54,2007-06-27,2007
16433,SUDESTE,SAO PAULO,2.43,2007-06-27,2007
16434,SUL,PARANA,2.354,2007-06-27,2007
16435,SUL,RIO GRANDE DO SUL,2.598,2007-06-27,2007
16417,NORDESTE,MARANHAO,2.734,2007-06-27,2007
16421,NORDESTE,RIO GRANDE DO NORTE,2.483,2007-06-27,2007
16416,NORDESTE,CEARA,2.526,2007-06-27,2007
16456,NORTE,TOCANTINS,2.744,2007-07-04,2007
16457,SUDESTE,ESPIRITO SANTO,2.687,2007-07-04,2007
16458,SUDESTE,MINAS GERAIS,2.457,2007-07-04,2007
16459,SUDESTE,RIO DE JANEIRO,2.538,2007-07-04,2007
16460,SUDESTE,SAO PAULO,2.43,2007-07-04,2007
16461,SUL,PARANA,2.354,2007-07-04,2007
16455,NORTE,RORAIMA,2.575,2007-07-04,2007
16454,NORTE,RONDONIA,2.654,2007-07-04,2007
16446,NORDESTE,PERNAMBUCO,2.604,2007-07-04,2007
16452,NORTE,AMAZONAS,2.51,2007-07-04,2007
16437,CENTRO OESTE,DISTRITO FEDERAL,2.66,2007-07-04,2007
16438,CENTRO OESTE,GOIAS,2.587,2007-07-04,2007
16439,CENTRO OESTE,MATO GROSSO,2.935,2007-07-04,2007
16440,CENTRO OESTE,MATO GROSSO DO SUL,2.738,2007-07-04,2007
16441,NORDESTE,ALAGOAS,2.81,2007-07-04,2007
16442,NORDESTE,BAHIA,2.635,2007-07-04,2007
16443,NORDESTE,CEARA,2.508,2007-07-04,2007
16444,NORDESTE,MARANHAO,2.732,2007-07-04,2007
16445,NORDESTE,PARAIBA,2.51,2007-07-04,2007
16447,NORDESTE,PIAUI,2.65,2007-07-04,2007
16448,NORDESTE,RIO GRANDE DO NORTE,2.382,2007-07-04,2007
16449,NORDESTE,SERGIPE,2.518,2007-07-04,2007
16450,NORTE,ACRE,2.907,2007-07-04,2007
16451,NORTE,AMAPA,2.335,2007-07-04,2007
16453,NORTE,PARA,2.651,2007-07-04,2007
16462,SUL,RIO GRANDE DO SUL,2.587,2007-07-04,2007
16463,SUL,SANTA CATARINA,2.558,2007-07-04,2007
16466,CENTRO OESTE,MATO GROSSO,2.933,2007-07-11,2007
16467,CENTRO OESTE,MATO GROSSO DO SUL,2.729,2007-07-11,2007
16468,NORDESTE,ALAGOAS,2.808,2007-07-11,2007
16469,NORDESTE,BAHIA,2.64,2007-07-11,2007
16470,NORDESTE,CEARA,2.466,2007-07-11,2007
16471,NORDESTE,MARANHAO,2.736,2007-07-11,2007
16472,NORDESTE,PARAIBA,2.498,2007-07-11,2007
16473,NORDESTE,PERNAMBUCO,2.617,2007-07-11,2007
16474,NORDESTE,PIAUI,2.62,2007-07-11,2007
16475,NORDESTE,RIO GRANDE DO NORTE,2.472,2007-07-11,2007
16476,NORDESTE,SERGIPE,2.514,2007-07-11,2007
16477,NORTE,ACRE,2.907,2007-07-11,2007
16478,NORTE,AMAPA,2.325,2007-07-11,2007
16479,NORTE,AMAZONAS,2.501,2007-07-11,2007
16480,NORTE,PARA,2.642,2007-07-11,2007
16481,NORTE,RONDONIA,2.65,2007-07-11,2007
16482,NORTE,RORAIMA,2.57,2007-07-11,2007
16483,NORTE,TOCANTINS,2.729,2007-07-11,2007
16484,SUDESTE,ESPIRITO SANTO,2.651,2007-07-11,2007
16485,SUDESTE,MINAS GERAIS,2.45,2007-07-11,2007
16486,SUDESTE,RIO DE JANEIRO,2.532,2007-07-11,2007
16487,SUDESTE,SAO PAULO,2.424,2007-07-11,2007
16488,SUL,PARANA,2.406,2007-07-11,2007
16490,SUL,SANTA CATARINA,2.55,2007-07-11,2007
16465,CENTRO OESTE,GOIAS,2.589,2007-07-11,2007
16464,CENTRO OESTE,DISTRITO FEDERAL,2.643,2007-07-11,2007
16489,SUL,RIO GRANDE DO SUL,2.574,2007-07-11,2007
16504,NORTE,ACRE,2.905,2007-07-18,2007
16511,SUDESTE,ESPIRITO SANTO,2.626,2007-07-18,2007
16513,SUDESTE,RIO DE JANEIRO,2.533,2007-07-18,2007
16510,NORTE,TOCANTINS,2.731,2007-07-18,2007
16512,SUDESTE,MINAS GERAIS,2.443,2007-07-18,2007
16509,NORTE,RORAIMA,2.57,2007-07-18,2007
16507,NORTE,PARA,2.641,2007-07-18,2007
